product,title,rating,content
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",They smell like gasoline,1.0,"As soon as I opened the packaging it smelled so strongly of gasoline it was nauseating. I let them air our for a while and attempted to try one on and getting close to my face I almost threw up from the smell. Got a bad headache and sending them back, not putting that crap on my face."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Cheap and useless,1.0,"These should be used only for show. If you want an actual disposable surgical mask that will protect you and others, this is not for you. If you have two vaccinations and a booster and feel comfortable that everyone around you is vaccinated too, then buy these. If you want actual protection, don't buy these."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Bad chemical smell,1.0,"I bought masks to protect me from COVID but you can’t wear a mask that has a bad chemical smell. I think in the country they are made in, don’t have safety law regarding dangerous chemical dyes."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Downright dangerous masks!,1.0,We decided to try the candle test and could blow out the flame on the first try. Held them up to the light and the inside layer had split apart! We pulled out one after another and they were ALL like that! It’s like wearing no mask at all.Do not buy these masks for protection.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",If you have to mask up,5.0,"If you have to mask up as much as I do then this is a great product.  Very comfortable, not to big not too small, fits just right.  Does it block everything I’m not sure but I’ve been wearing them for 3 weeks a new one daily and I haven’t gotten sick.  Must be working.  Cant go wrong with black! I will reorder."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Fell apart,1.0,"I tried the first three out of the box and each one of them the seal for wire for the nose was poorly done and the wire fall out.Based on other great reviews I'm guessing the ones I got were just due to a bad run, but still no quality control.Returned and trying another brand"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",As good as any I've tried,4.0,"My 13 year old granddaughter wanted black masks this time, we go through a lot of masks with 3 grandkids!  These had a few that the elastic ear piece wasn't attached on one side, but not many.  They don't break during use like some of the other brands, though, so I do like them.  Some brands break during school, so they have to keep extras in their backpack, but I don't worry as much with this brand.  I wish they made smaller ones for the 5 year old!"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Package unsealed,1.0,The masks are great but the bag came unsealed and that is unsanitary. Returning this item.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",It’s an okay face mask,3.0,These masks are a little too heavy for me. The straps on them make the mask pretty snug to my face which causes my face to sweat every time i wear them. and any makeup i’m wearing will come off pretty quick. i bought a pack of masks that looked just like this off amazon previously and they were so much more comfortable but those ones are out of stock so i tried these. they definitely work as a mask but they’re just a little tight and uncomfortable.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask","complete junk, definitely not 3 layers",1.0,"I had to switch the masks I purchased, because the ones I normally get were sold out. I went with this one for the first time and they are complete garbage. They say ""3 layers"" on the package, but they are entirely flimsy and, if they are 3 layers, each layer is apparently microscopic. I'd say that they are about a third of the thickness of the normal 3 layer masks we buy. Please save your money and don't go with this mask. It's a definite lie."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Good bang for buck,4.0,"Great mask, good resealable package that is easy to take with you. The only issue was it feels thin. But honestly it’s a mask and it works and it looks/feels better than those lame blue surgical masks."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Black masks,3.0,"A friend of mine mentioned buying these masks, so I thought I’d give them a try. I love the color. I like that there is a nose piece that bends. The are very thin, so I’m not sure how many gems they are really blocking. They are a bit itchy, so I wouldn’t recommend wearing all day long.Bottom line, great for quick gas station trips..maybe grocery shopping. I wouldn’t recommend wearing for work or school. I will not be purchasing these again."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask","Big and very light weight, peculiar smell",4.0,"My daughter likes this, but I didn’t bc it has a peculiar smell and it flared my allergies,too thin and I don’t think this has 3 ply compared to the others . But it’s better than the the previous kind that I ordered. My daughter just use double to secure proper protection., she likes it bc it’s light weight and fits her face well.( I have a small face, little bit big and doesn’t fit me well) it’s doesn’t seal well"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Not ideal for a perfect seal,3.0,"The material on this mask is of very good quality. They feel nice on your skin and it's quite thick (it passes the lighter/candle test). As far as the elastic straps they work okay, but they're the rounded kind and not the flat kind. This makes them a bit uncomfortable at times. What really did disappoint, however, is that the metal strap around the nose area meant to help make a seal around your nose and keep the mask steady is of very poor quality and not as flexible as other models. Even after folding on it and creating pressure, it easily opens right up and the masks move around a lot. Also, these run a little on the small side."
